"year","date","site","transect","coral_genus","percent"
2014,2014-03-11,"Aroa",3,"Montipora",0
2014,2014-03-11,"Aroa",3,"Pocillopora",8
2014,2014-03-11,"Aroa",3,"Porites",2
2014,2014-03-11,"Aroa",3,"other",0
2014,2014-03-11,"Nuarei",1,"Acropora",0
2014,2014-03-11,"Nuarei",1,"Astrea",0
2014,2014-03-11,"Nuarei",1,"Montipora",4
2014,2014-03-11,"Nuarei",1,"Pocillopora",4
2014,2014-03-11,"Nuarei",1,"Porites",0
2014,2014-03-11,"Nuarei",1,"other",2
2014,2014-03-11,"Nuarei",2,"Acropora",0
2014,2014-03-11,"Nuarei",2,"Astrea",0
2014,2014-03-11,"Nuarei",2,"Montipora",0
2014,2014-03-11,"Nuarei",2,"Pocillopora",14
2014,2014-03-11,"Nuarei",2,"Porites",0
2014,2014-03-11,"Nuarei",2,"other",4
2014,2014-03-11,"Nuarei",3,"Acropora",0
2014,2014-03-11,"Nuarei",3,"Astrea",0
2014,2014-03-11,"Nuarei",3,"Montipora",0
2014,2014-03-11,"Nuarei",3,"Pocillopora",20
2014,2014-03-11,"Nuarei",3,"Porites",0
2014,2014-03-11,"Nuarei",3,"other",0
2015,2015-03-02,"Aroa",1,"Acropora",0
2015,2015-03-02,"Aroa",1,"Astrea",0
2015,2015-03-02,"Aroa",1,"Montipora",6
2015,2015-03-02,"Aroa",1,"Pocillopora",22
2015,2015-03-02,"Aroa",1,"Porites",2
2015,2015-03-02,"Aroa",1,"other",6
2015,2015-03-02,"Aroa",2,"Acropora",0
2015,2015-03-02,"Aroa",2,"Astrea",0
2015,2015-03-02,"Aroa",2,"Montipora",10
2015,2015-03-02,"Aroa",2,"Pocillopora",26
2015,2015-03-02,"Aroa",2,"Porites",4
2015,2015-03-02,"Aroa",2,"other",2
2015,2015-03-02,"Aroa",3,"Acropora",0
2015,2015-03-02,"Aroa",3,"Astrea",0
2015,2015-03-02,"Aroa",3,"Montipora",10
2015,2015-03-02,"Aroa",3,"Pocillopora",14
2015,2015-03-02,"Aroa",3,"Porites",2
2015,2015-03-02,"Aroa",3,"other",2
2015,2015-03-02,"Entre 2 baies",1,"Acropora",0
2015,2015-03-02,"Entre 2 baies",1,"Astrea",0
2015,2015-03-02,"Entre 2 baies",1,"Montipora",10
2015,2015-03-02,"Entre 2 baies",1,"Pocillopora",32
2015,2015-03-02,"Entre 2 baies",1,"Porites",8
2015,2015-03-02,"Entre 2 baies",1,"other",2
2015,2015-03-02,"Entre 2 baies",2,"Acropora",2
2015,2015-03-02,"Entre 2 baies",2,"Astrea",0
2015,2015-03-02,"Entre 2 baies",2,"Montipora",12
2015,2015-03-02,"Entre 2 baies",2,"Pocillopora",30
2015,2015-03-02,"Entre 2 baies",2,"Porites",0
2015,2015-03-02,"Entre 2 baies",2,"other",4
2015,2015-03-02,"Entre 2 baies",3,"Acropora",2
2015,2015-03-02,"Entre 2 baies",3,"Astrea",0
2015,2015-03-02,"Entre 2 baies",3,"Montipora",2
2015,2015-03-02,"Entre 2 baies",3,"Pocillopora",36
2015,2015-03-02,"Entre 2 baies",3,"Porites",2
2015,2015-03-02,"Entre 2 baies",3,"other",0
2015,2015-03-02,"Pihaena",1,"Acropora",10
2015,2015-03-02,"Pihaena",1,"Astrea",0
2015,2015-03-02,"Pihaena",1,"Montipora",6
2015,2015-03-02,"Pihaena",1,"Pocillopora",10
2015,2015-03-02,"Pihaena",1,"Porites",2
2015,2015-03-02,"Pihaena",1,"other",4
2015,2015-03-02,"Pihaena",2,"Acropora",2
2015,2015-03-02,"Pihaena",2,"Astrea",0
2015,2015-03-02,"Pihaena",2,"Montipora",2
2015,2015-03-02,"Pihaena",2,"Pocillopora",20
2015,2015-03-02,"Pihaena",2,"Porites",2
2015,2015-03-02,"Pihaena",2,"other",4
2015,2015-03-02,"Pihaena",3,"Acropora",2
2015,2015-03-02,"Pihaena",3,"Astrea",0
2015,2015-03-02,"Pihaena",3,"Montipora",8
2015,2015-03-02,"Pihaena",3,"Pocillopora",14
2015,2015-03-02,"Pihaena",3,"Porites",6
2015,2015-03-02,"Pihaena",3,"other",0
2015,2015-03-03,"Gendron",1,"Acropora",0
2015,2015-03-03,"Gendron",1,"Astrea",0
2015,2015-03-03,"Gendron",1,"Montipora",2
2015,2015-03-03,"Gendron",1,"Pocillopora",14
2015,2015-03-03,"Gendron",1,"Porites",0
2015,2015-03-03,"Gendron",1,"other",0
2015,2015-03-03,"Gendron",2,"Acropora",4
2015,2015-03-03,"Gendron",2,"Astrea",0
2015,2015-03-03,"Gendron",2,"Montipora",14
2015,2015-03-03,"Gendron",2,"Pocillopora",28
2015,2015-03-03,"Gendron",2,"Porites",2
2015,2015-03-03,"Gendron",2,"other",2
2015,2015-03-03,"Gendron",3,"Acropora",0
2015,2015-03-03,"Gendron",3,"Astrea",0
2015,2015-03-03,"Gendron",3,"Montipora",6
2015,2015-03-03,"Gendron",3,"Pocillopora",22
2015,2015-03-03,"Gendron",3,"Porites",4
2015,2015-03-03,"Gendron",3,"other",2
2015,2015-03-03,"Tetaiuo",1,"Acropora",0
2015,2015-03-03,"Tetaiuo",1,"Astrea",0
2015,2015-03-03,"Tetaiuo",1,"Montipora",6
2015,2015-03-03,"Tetaiuo",1,"Pocillopora",18
2015,2015-03-03,"Tetaiuo",1,"Porites",4
2015,2015-03-03,"Tetaiuo",1,"other",0
2015,2015-03-03,"Tetaiuo",2,"Acropora",0
2015,2015-03-03,"Tetaiuo",2,"Astrea",0
2015,2015-03-03,"Tetaiuo",2,"Montipora",2
2015,2015-03-03,"Tetaiuo",2,"Pocillopora",20
2015,2015-03-03,"Tetaiuo",2,"Porites",6
2015,2015-03-03,"Tetaiuo",2,"other",4
2015,2015-03-03,"Tetaiuo",3,"Acropora",0
2015,2015-03-03,"Tetaiuo",3,"Astrea",0
2015,2015-03-03,"Tetaiuo",3,"Montipora",2
2015,2015-03-03,"Tetaiuo",3,"Pocillopora",16
2015,2015-03-03,"Tetaiuo",3,"Porites",6
2015,2015-03-03,"Tetaiuo",3,"other",8
2015,2015-03-04,"Motu Ahi",1,"Acropora",2
2015,2015-03-04,"Motu Ahi",1,"Astrea",0
2015,2015-03-04,"Motu Ahi",1,"Montipora",2
2015,2015-03-04,"Motu Ahi",1,"Pocillopora",18
2015,2015-03-04,"Motu Ahi",1,"Porites",0
2015,2015-03-04,"Motu Ahi",1,"other",0
2015,2015-03-04,"Motu Ahi",2,"Acropora",0
2015,2015-03-04,"Motu Ahi",2,"Astrea",0
2015,2015-03-04,"Motu Ahi",2,"Montipora",6
2015,2015-03-04,"Motu Ahi",2,"Pocillopora",6
2015,2015-03-04,"Motu Ahi",2,"Porites",0
2015,2015-03-04,"Motu Ahi",2,"other",6
2015,2015-03-04,"Motu Ahi",3,"Acropora",0
2015,2015-03-04,"Motu Ahi",3,"Astrea",0
2015,2015-03-04,"Motu Ahi",3,"Montipora",0
2015,2015-03-04,"Motu Ahi",3,"Pocillopora",8
2015,2015-03-04,"Motu Ahi",3,"Porites",0
2015,2015-03-04,"Motu Ahi",3,"other",2
2015,2015-03-04,"Nuarei",1,"Acropora",0
2015,2015-03-04,"Nuarei",1,"Astrea",0
2015,2015-03-04,"Nuarei",1,"Montipora",4
2015,2015-03-04,"Nuarei",1,"Pocillopora",2
2015,2015-03-04,"Nuarei",1,"Porites",2
2015,2015-03-04,"Nuarei",1,"other",0
2015,2015-03-04,"Nuarei",2,"Acropora",0
2015,2015-03-04,"Nuarei",2,"Astrea",0
2015,2015-03-04,"Nuarei",2,"Montipora",2
2015,2015-03-04,"Nuarei",2,"Pocillopora",14
2015,2015-03-04,"Nuarei",2,"Porites",0
2015,2015-03-04,"Nuarei",2,"other",0
2015,2015-03-04,"Nuarei",3,"Acropora",0
2015,2015-03-04,"Nuarei",3,"Astrea",0
2015,2015-03-04,"Nuarei",3,"Montipora",2
2015,2015-03-04,"Nuarei",3,"Pocillopora",6
2015,2015-03-04,"Nuarei",3,"Porites",0
2015,2015-03-04,"Nuarei",3,"other",2
2015,2015-03-04,"Temae",1,"Acropora",0
2015,2015-03-04,"Temae",1,"Astrea",0
2015,2015-03-04,"Temae",1,"Montipora",0
2015,2015-03-04,"Temae",1,"Pocillopora",10
2015,2015-03-04,"Temae",1,"Porites",0
2015,2015-03-04,"Temae",1,"other",0
2015,2015-03-04,"Temae",2,"Acropora",0
2015,2015-03-04,"Temae",2,"Astrea",0
2015,2015-03-04,"Temae",2,"Montipora",0
2015,2015-03-04,"Temae",2,"Pocillopora",12
2015,2015-03-04,"Temae",2,"Porites",0
2015,2015-03-04,"Temae",2,"other",0
2015,2015-03-04,"Temae",3,"Acropora",0
2015,2015-03-04,"Temae",3,"Astrea",0
2015,2015-03-04,"Temae",3,"Montipora",4
2015,2015-03-04,"Temae",3,"Pocillopora",4
2015,2015-03-04,"Temae",3,"Porites",2
2015,2015-03-04,"Temae",3,"other",4
2015,2015-03-06,"Afareaitu",1,"Acropora",0
2015,2015-03-06,"Afareaitu",1,"Astrea",0
2015,2015-03-06,"Afareaitu",1,"Montipora",4
2015,2015-03-06,"Afareaitu",1,"Pocillopora",16
2015,2015-03-06,"Afareaitu",1,"Porites",0
2015,2015-03-06,"Afareaitu",1,"other",6
2015,2015-03-06,"Afareaitu",2,"Acropora",0
2015,2015-03-06,"Afareaitu",2,"Astrea",0
2015,2015-03-06,"Afareaitu",2,"Montipora",8
2015,2015-03-06,"Afareaitu",2,"Pocillopora",4
2015,2015-03-06,"Afareaitu",2,"Porites",0
2015,2015-03-06,"Afareaitu",2,"other",0
2015,2015-03-06,"Afareaitu",3,"Acropora",0
2015,2015-03-06,"Afareaitu",3,"Astrea",0
2015,2015-03-06,"Afareaitu",3,"Montipora",0
2015,2015-03-06,"Afareaitu",3,"Pocillopora",4
2015,2015-03-06,"Afareaitu",3,"Porites",0
2015,2015-03-06,"Afareaitu",3,"other",0
2015,2015-03-06,"Haapiti",1,"Acropora",0
2015,2015-03-06,"Haapiti",1,"Astrea",0
2015,2015-03-06,"Haapiti",1,"Montipora",4
2015,2015-03-06,"Haapiti",1,"Pocillopora",10
2015,2015-03-06,"Haapiti",1,"Porites",4
2015,2015-03-06,"Haapiti",1,"other",0
2015,2015-03-06,"Haapiti",2,"Acropora",0
2015,2015-03-06,"Haapiti",2,"Astrea",0
2015,2015-03-06,"Haapiti",2,"Montipora",10
2015,2015-03-06,"Haapiti",2,"Pocillopora",0
2015,2015-03-06,"Haapiti",2,"Porites",2
2015,2015-03-06,"Haapiti",2,"other",4
2015,2015-03-06,"Haapiti",3,"Acropora",0
2015,2015-03-06,"Haapiti",3,"Astrea",0
2015,2015-03-06,"Haapiti",3,"Montipora",6
2015,2015-03-06,"Haapiti",3,"Pocillopora",6
2015,2015-03-06,"Haapiti",3,"Porites",2
2015,2015-03-06,"Haapiti",3,"other",0
2015,2015-03-06,"Taotaha",1,"Acropora",0
2015,2015-03-06,"Taotaha",1,"Astrea",2
2015,2015-03-06,"Taotaha",1,"Montipora",8
2015,2015-03-06,"Taotaha",1,"Pocillopora",18
2015,2015-03-06,"Taotaha",1,"Porites",6
2015,2015-03-06,"Taotaha",1,"other",8
2015,2015-03-06,"Taotaha",2,"Acropora",0
2015,2015-03-06,"Taotaha",2,"Astrea",0
2015,2015-03-06,"Taotaha",2,"Montipora",2
2015,2015-03-06,"Taotaha",2,"Pocillopora",22
2015,2015-03-06,"Taotaha",2,"Porites",0
2015,2015-03-06,"Taotaha",2,"other",2
2015,2015-03-06,"Taotaha",3,"Acropora",0
2015,2015-03-06,"Taotaha",3,"Astrea",0
2015,2015-03-06,"Taotaha",3,"Montipora",4
2015,2015-03-06,"Taotaha",3,"Pocillopora",14
2015,2015-03-06,"Taotaha",3,"Porites",4
2015,2015-03-06,"Taotaha",3,"other",4
2015,2015-03-06,"Tiahura",1,"Acropora",0
2015,2015-03-06,"Tiahura",1,"Astrea",0
2015,2015-03-06,"Tiahura",1,"Montipora",0
2015,2015-03-06,"Tiahura",1,"Pocillopora",26
2015,2015-03-06,"Tiahura",1,"Porites",2
2015,2015-03-06,"Tiahura",1,"other",0
2015,2015-03-06,"Tiahura",2,"Acropora",0
2015,2015-03-06,"Tiahura",2,"Astrea",0
2015,2015-03-06,"Tiahura",2,"Montipora",2
2015,2015-03-06,"Tiahura",2,"Pocillopora",38
2015,2015-03-06,"Tiahura",2,"Porites",0
2015,2015-03-06,"Tiahura",2,"other",0
2015,2015-03-06,"Tiahura",3,"Acropora",0
2015,2015-03-06,"Tiahura",3,"Astrea",0
2015,2015-03-06,"Tiahura",3,"Montipora",4
2015,2015-03-06,"Tiahura",3,"Pocillopora",32
2015,2015-03-06,"Tiahura",3,"Porites",4
2015,2015-03-06,"Tiahura",3,"other",4
2015,2015-03-10,"Maatea",1,"Acropora",0
2015,2015-03-10,"Maatea",1,"Astrea",0
2015,2015-03-10,"Maatea",1,"Montipora",0
2015,2015-03-10,"Maatea",1,"Pocillopora",8
2015,2015-03-10,"Maatea",1,"Porites",10
2015,2015-03-10,"Maatea",1,"other",0
2015,2015-03-10,"Maatea",2,"Acropora",0
2015,2015-03-10,"Maatea",2,"Astrea",0
2015,2015-03-10,"Maatea",2,"Montipora",0
2015,2015-03-10,"Maatea",2,"Pocillopora",4
2015,2015-03-10,"Maatea",2,"Porites",6
2015,2015-03-10,"Maatea",2,"other",2
2015,2015-03-10,"Maatea",3,"Acropora",0
2015,2015-03-10,"Maatea",3,"Astrea",0
2015,2015-03-10,"Maatea",3,"Montipora",4
2015,2015-03-10,"Maatea",3,"Pocillopora",4
2015,2015-03-10,"Maatea",3,"Porites",6
2015,2015-03-10,"Maatea",3,"other",0
2016,2016-04-19,"Aroa",1,"Acropora",14
2016,2016-04-19,"Aroa",1,"Astrea",0
2016,2016-04-19,"Aroa",1,"Montipora",4
2016,2016-04-19,"Aroa",1,"Pocillopora",24
2016,2016-04-19,"Aroa",1,"Porites",10
2016,2016-04-19,"Aroa",1,"other",0
2016,2016-04-19,"Aroa",2,"Acropora",0
2016,2016-04-19,"Aroa",2,"Astrea",0
2016,2016-04-19,"Aroa",2,"Montipora",10
2016,2016-04-19,"Aroa",2,"Pocillopora",42
2016,2016-04-19,"Aroa",2,"Porites",0
2016,2016-04-19,"Aroa",2,"other",0
2016,2016-04-19,"Aroa",3,"Acropora",0
2016,2016-04-19,"Aroa",3,"Astrea",0
2016,2016-04-19,"Aroa",3,"Montipora",16
2016,2016-04-19,"Aroa",3,"Pocillopora",38
2016,2016-04-19,"Aroa",3,"Porites",8
2016,2016-04-19,"Aroa",3,"other",0
2016,2016-04-19,"Nuarei",1,"Acropora",2
2016,2016-04-19,"Nuarei",1,"Astrea",4
2016,2016-04-19,"Nuarei",1,"Montipora",6
2016,2016-04-19,"Nuarei",1,"Pocillopora",18
2016,2016-04-19,"Nuarei",1,"Porites",0
2016,2016-04-19,"Nuarei",1,"other",0
2016,2016-04-19,"Nuarei",2,"Acropora",2
2016,2016-04-19,"Nuarei",2,"Astrea",0
2016,2016-04-19,"Nuarei",2,"Montipora",4
2016,2016-04-19,"Nuarei",2,"Pocillopora",18
2016,2016-04-19,"Nuarei",2,"Porites",2
2016,2016-04-19,"Nuarei",2,"other",0
2016,2016-04-19,"Nuarei",3,"Acropora",2
2016,2016-04-19,"Nuarei",3,"Astrea",0
2016,2016-04-19,"Nuarei",3,"Montipora",2
2016,2016-04-19,"Nuarei",3,"Pocillopora",8
2016,2016-04-19,"Nuarei",3,"Porites",0
2016,2016-04-19,"Nuarei",3,"other",2
2016,2016-04-19,"Temae",1,"Acropora",0
2016,2016-04-19,"Temae",1,"Astrea",0
2016,2016-04-19,"Temae",1,"Montipora",4
2016,2016-04-19,"Temae",1,"Pocillopora",12
2016,2016-04-19,"Temae",1,"Porites",0
2016,2016-04-19,"Temae",1,"other",4
2016,2016-04-19,"Temae",2,"Acropora",4
2016,2016-04-19,"Temae",2,"Astrea",0
2016,2016-04-19,"Temae",2,"Montipora",6
2016,2016-04-19,"Temae",2,"Pocillopora",8
2016,2016-04-19,"Temae",2,"Porites",0
2016,2016-04-19,"Temae",2,"other",2
2016,2016-04-19,"Temae",3,"Acropora",0
2016,2016-04-19,"Temae",3,"Astrea",0
2016,2016-04-19,"Temae",3,"Montipora",4
2016,2016-04-19,"Temae",3,"Pocillopora",8
2016,2016-04-19,"Temae",3,"Porites",0
2016,2016-04-19,"Temae",3,"other",2
2016,2016-04-20,"Gendron",1,"Acropora",2
2016,2016-04-20,"Gendron",1,"Astrea",2
2016,2016-04-20,"Gendron",1,"Montipora",6
2016,2016-04-20,"Gendron",1,"Pocillopora",32
2016,2016-04-20,"Gendron",1,"Porites",2
2016,2016-04-20,"Gendron",1,"other",2
2016,2016-04-20,"Gendron",2,"Acropora",0
2016,2016-04-20,"Gendron",2,"Astrea",4
2016,2016-04-20,"Gendron",2,"Montipora",12
2016,2016-04-20,"Gendron",2,"Pocillopora",18
2016,2016-04-20,"Gendron",2,"Porites",6
2016,2016-04-20,"Gendron",2,"other",2
2016,2016-04-20,"Gendron",3,"Acropora",2
2016,2016-04-20,"Gendron",3,"Astrea",4
2016,2016-04-20,"Gendron",3,"Montipora",6
2016,2016-04-20,"Gendron",3,"Pocillopora",32
2016,2016-04-20,"Gendron",3,"Porites",2
2016,2016-04-20,"Gendron",3,"other",2
2016,2016-04-20,"Pihaena",1,"Acropora",8
2016,2016-04-20,"Pihaena",1,"Astrea",0
2016,2016-04-20,"Pihaena",1,"Montipora",6
2016,2016-04-20,"Pihaena",1,"Pocillopora",36
2016,2016-04-20,"Pihaena",1,"Porites",0
2016,2016-04-20,"Pihaena",1,"other",4
2016,2016-04-20,"Pihaena",2,"Acropora",4
2016,2016-04-20,"Pihaena",2,"Astrea",2
2016,2016-04-20,"Pihaena",2,"Montipora",6
2016,2016-04-20,"Pihaena",2,"Pocillopora",32
2016,2016-04-20,"Pihaena",2,"Porites",0
2016,2016-04-20,"Pihaena",2,"other",2
2016,2016-04-20,"Pihaena",3,"Acropora",6
2016,2016-04-20,"Pihaena",3,"Astrea",0
2016,2016-04-20,"Pihaena",3,"Montipora",8
2016,2016-04-20,"Pihaena",3,"Pocillopora",40
2016,2016-04-20,"Pihaena",3,"Porites",4
2016,2016-04-20,"Pihaena",3,"other",2
2016,2016-04-21,"Entre 2 baies",1,"Acropora",0
2016,2016-04-21,"Entre 2 baies",1,"Astrea",0
2016,2016-04-21,"Entre 2 baies",1,"Montipora",8
2016,2016-04-21,"Entre 2 baies",1,"Pocillopora",46
2016,2016-04-21,"Entre 2 baies",1,"Porites",8
2016,2016-04-21,"Entre 2 baies",1,"other",4
2016,2016-04-21,"Entre 2 baies",2,"Acropora",0
2016,2016-04-21,"Entre 2 baies",2,"Astrea",0
2016,2016-04-21,"Entre 2 baies",2,"Montipora",12
2016,2016-04-21,"Entre 2 baies",2,"Pocillopora",46
2016,2016-04-21,"Entre 2 baies",2,"Porites",4
2016,2016-04-21,"Entre 2 baies",2,"other",0
2016,2016-04-21,"Entre 2 baies",3,"Acropora",2
2016,2016-04-21,"Entre 2 baies",3,"Astrea",0
2016,2016-04-21,"Entre 2 baies",3,"Montipora",10
2016,2016-04-21,"Entre 2 baies",3,"Pocillopora",40
2016,2016-04-21,"Entre 2 baies",3,"Porites",6
2016,2016-04-21,"Entre 2 baies",3,"other",0
2016,2016-04-21,"Tiahura",1,"Acropora",0
2016,2016-04-21,"Tiahura",1,"Astrea",0
2016,2016-04-21,"Tiahura",1,"Montipora",12
2016,2016-04-21,"Tiahura",1,"Pocillopora",24
2016,2016-04-21,"Tiahura",1,"Porites",2
2016,2016-04-21,"Tiahura",1,"other",2
2016,2016-04-21,"Tiahura",2,"Acropora",2
2016,2016-04-21,"Tiahura",2,"Astrea",0
2016,2016-04-21,"Tiahura",2,"Montipora",12
2016,2016-04-21,"Tiahura",2,"Pocillopora",40
2016,2016-04-21,"Tiahura",2,"Porites",2
2016,2016-04-21,"Tiahura",2,"other",0
2016,2016-04-21,"Tiahura",3,"Acropora",0
2016,2016-04-21,"Tiahura",3,"Astrea",0
2016,2016-04-21,"Tiahura",3,"Montipora",0
2016,2016-04-21,"Tiahura",3,"Pocillopora",52
2016,2016-04-21,"Tiahura",3,"Porites",8
2016,2016-04-21,"Tiahura",3,"other",0
2016,2016-04-22,"Afareaitu",1,"Acropora",2
2016,2016-04-22,"Afareaitu",1,"Astrea",2
2016,2016-04-22,"Afareaitu",1,"Montipora",2
2016,2016-04-22,"Afareaitu",1,"Pocillopora",26
2016,2016-04-22,"Afareaitu",1,"Porites",0
2016,2016-04-22,"Afareaitu",1,"other",0
2016,2016-04-22,"Afareaitu",2,"Acropora",2
2016,2016-04-22,"Afareaitu",2,"Astrea",4
2016,2016-04-22,"Afareaitu",2,"Montipora",0
2016,2016-04-22,"Afareaitu",2,"Pocillopora",10
2016,2016-04-22,"Afareaitu",2,"Porites",0
2016,2016-04-22,"Afareaitu",2,"other",2
2016,2016-04-22,"Afareaitu",3,"Acropora",2
2016,2016-04-22,"Afareaitu",3,"Astrea",2
2016,2016-04-22,"Afareaitu",3,"Montipora",2
2016,2016-04-22,"Afareaitu",3,"Pocillopora",4
2016,2016-04-22,"Afareaitu",3,"Porites",0
2016,2016-04-22,"Afareaitu",3,"other",2
2016,2016-04-22,"Maatea",1,"Acropora",0
2016,2016-04-22,"Maatea",1,"Astrea",0
2016,2016-04-22,"Maatea",1,"Montipora",0
2016,2016-04-22,"Maatea",1,"Pocillopora",16
2016,2016-04-22,"Maatea",1,"Porites",12
2016,2016-04-22,"Maatea",1,"other",0
2016,2016-04-22,"Maatea",2,"Acropora",2
2016,2016-04-22,"Maatea",2,"Astrea",0
2016,2016-04-22,"Maatea",2,"Montipora",2
2016,2016-04-22,"Maatea",2,"Pocillopora",2
2016,2016-04-22,"Maatea",2,"Porites",0
2016,2016-04-22,"Maatea",2,"other",0
2016,2016-04-22,"Maatea",3,"Acropora",2
2016,2016-04-22,"Maatea",3,"Astrea",0
2016,2016-04-22,"Maatea",3,"Montipora",2
2016,2016-04-22,"Maatea",3,"Pocillopora",12
2016,2016-04-22,"Maatea",3,"Porites",10
2016,2016-04-22,"Maatea",3,"other",0
2016,2016-04-22,"Motu Ahi",1,"Acropora",4
2016,2016-04-22,"Motu Ahi",1,"Astrea",2
2016,2016-04-22,"Motu Ahi",1,"Montipora",4
2016,2016-04-22,"Motu Ahi",1,"Pocillopora",18
2016,2016-04-22,"Motu Ahi",1,"Porites",4
2016,2016-04-22,"Motu Ahi",1,"other",2
2016,2016-04-22,"Motu Ahi",2,"Acropora",0
2016,2016-04-22,"Motu Ahi",2,"Astrea",0
2016,2016-04-22,"Motu Ahi",2,"Montipora",2
2016,2016-04-22,"Motu Ahi",2,"Pocillopora",8
2016,2016-04-22,"Motu Ahi",2,"Porites",0
2016,2016-04-22,"Motu Ahi",2,"other",2
2016,2016-04-22,"Motu Ahi",3,"Acropora",0
2016,2016-04-22,"Motu Ahi",3,"Astrea",0
2016,2016-04-22,"Motu Ahi",3,"Montipora",2
2016,2016-04-22,"Motu Ahi",3,"Pocillopora",16
2016,2016-04-22,"Motu Ahi",3,"Porites",0
2016,2016-04-22,"Motu Ahi",3,"other",0
2016,2016-04-26,"Haapiti",1,"Acropora",0
2016,2016-04-26,"Haapiti",1,"Astrea",2
2016,2016-04-26,"Haapiti",1,"Montipora",16
2016,2016-04-26,"Haapiti",1,"Pocillopora",6
2016,2016-04-26,"Haapiti",1,"Porites",2
2016,2016-04-26,"Haapiti",1,"other",4
2016,2016-04-26,"Haapiti",2,"Acropora",0
2016,2016-04-26,"Haapiti",2,"Astrea",0
2016,2016-04-26,"Haapiti",2,"Montipora",8
2016,2016-04-26,"Haapiti",2,"Pocillopora",8
2016,2016-04-26,"Haapiti",2,"Porites",2
2016,2016-04-26,"Haapiti",2,"other",4
2016,2016-04-26,"Haapiti",3,"Acropora",0
2016,2016-04-26,"Haapiti",3,"Astrea",0
2016,2016-04-26,"Haapiti",3,"Montipora",8
2016,2016-04-26,"Haapiti",3,"Pocillopora",6
2016,2016-04-26,"Haapiti",3,"Porites",2
2016,2016-04-26,"Haapiti",3,"other",0
2016,2016-04-26,"Taotaha",1,"Acropora",16
2016,2016-04-26,"Taotaha",1,"Astrea",6
2016,2016-04-26,"Taotaha",1,"Montipora",12
2016,2016-04-26,"Taotaha",1,"Pocillopora",10
2016,2016-04-26,"Taotaha",1,"Porites",2
2016,2016-04-26,"Taotaha",1,"other",4
2016,2016-04-26,"Taotaha",2,"Acropora",6
2016,2016-04-26,"Taotaha",2,"Astrea",2
2016,2016-04-26,"Taotaha",2,"Montipora",18
2016,2016-04-26,"Taotaha",2,"Pocillopora",18
2016,2016-04-26,"Taotaha",2,"Porites",2
2016,2016-04-26,"Taotaha",2,"other",0
2016,2016-04-26,"Taotaha",3,"Acropora",2
2016,2016-04-26,"Taotaha",3,"Astrea",0
2016,2016-04-26,"Taotaha",3,"Montipora",12
2016,2016-04-26,"Taotaha",3,"Pocillopora",22
2016,2016-04-26,"Taotaha",3,"Porites",0
2016,2016-04-26,"Taotaha",3,"other",0
2016,2016-04-26,"Tetaiuo",1,"Acropora",0
2016,2016-04-26,"Tetaiuo",1,"Astrea",2
2016,2016-04-26,"Tetaiuo",1,"Montipora",6
2016,2016-04-26,"Tetaiuo",1,"Pocillopora",20
2016,2016-04-26,"Tetaiuo",1,"Porites",8
2016,2016-04-26,"Tetaiuo",1,"other",0
2016,2016-04-26,"Tetaiuo",2,"Acropora",0
2016,2016-04-26,"Tetaiuo",2,"Astrea",0
2016,2016-04-26,"Tetaiuo",2,"Montipora",16
2016,2016-04-26,"Tetaiuo",2,"Pocillopora",24
2016,2016-04-26,"Tetaiuo",2,"Porites",2
2016,2016-04-26,"Tetaiuo",2,"other",2
2016,2016-04-26,"Tetaiuo",3,"Acropora",4
2016,2016-04-26,"Tetaiuo",3,"Astrea",0
2016,2016-04-26,"Tetaiuo",3,"Montipora",8
2016,2016-04-26,"Tetaiuo",3,"Pocillopora",26
2016,2016-04-26,"Tetaiuo",3,"Porites",6
2016,2016-04-26,"Tetaiuo",3,"other",4
2017,2017-02-07,"Gendron",1,"Acropora",0
2017,2017-02-07,"Gendron",1,"Astrea",4
2017,2017-02-07,"Gendron",1,"Montipora",0
2017,2017-02-07,"Gendron",1,"Pocillopora",34
2017,2017-02-07,"Gendron",1,"Porites",4
2017,2017-02-07,"Gendron",1,"other",2
2017,2017-02-07,"Gendron",2,"Acropora",4
2017,2017-02-07,"Gendron",2,"Astrea",0
2017,2017-02-07,"Gendron",2,"Montipora",2
2017,2017-02-07,"Gendron",2,"Pocillopora",52
2017,2017-02-07,"Gendron",2,"Porites",0
2017,2017-02-07,"Gendron",2,"other",4
2017,2017-02-07,"Gendron",3,"Acropora",4
2017,2017-02-07,"Gendron",3,"Astrea",0
2017,2017-02-07,"Gendron",3,"Montipora",4
2017,2017-02-07,"Gendron",3,"Pocillopora",34
2017,2017-02-07,"Gendron",3,"Porites",0
2017,2017-02-07,"Gendron",3,"other",0
2017,2017-02-07,"Taotaha",1,"Acropora",2
2017,2017-02-07,"Taotaha",1,"Astrea",2
2017,2017-02-07,"Taotaha",1,"Montipora",6
2017,2017-02-07,"Taotaha",1,"Pocillopora",34
2017,2017-02-07,"Taotaha",1,"Porites",6
2017,2017-02-07,"Taotaha",1,"other",0
2017,2017-02-07,"Taotaha",2,"Acropora",0
2017,2017-02-07,"Taotaha",2,"Astrea",4
2017,2017-02-07,"Taotaha",2,"Montipora",12
2017,2017-02-07,"Taotaha",2,"Pocillopora",18
2017,2017-02-07,"Taotaha",2,"Porites",6
2017,2017-02-07,"Taotaha",2,"other",2
2017,2017-02-07,"Taotaha",3,"Acropora",2
