"year","date","site","transect","coral_genus","percent"
2009,2009-02-13,"Entre 2 baies",3,"Porites",2
2009,2009-02-13,"Entre 2 baies",3,"other",2
2009,2009-02-13,"Tiahura",1,"Acropora",0
2009,2009-02-13,"Tiahura",1,"Astrea",0
2009,2009-02-13,"Tiahura",1,"Montipora",0
2009,2009-02-13,"Tiahura",1,"Pocillopora",4
2009,2009-02-13,"Tiahura",1,"Porites",0
2009,2009-02-13,"Tiahura",1,"other",0
2009,2009-02-13,"Tiahura",2,"Acropora",0
2009,2009-02-13,"Tiahura",2,"Astrea",0
2009,2009-02-13,"Tiahura",2,"Montipora",0
2009,2009-02-13,"Tiahura",2,"Pocillopora",0
2009,2009-02-13,"Tiahura",2,"Porites",0
2009,2009-02-13,"Tiahura",2,"other",4
2009,2009-02-13,"Tiahura",3,"Acropora",0
2009,2009-02-13,"Tiahura",3,"Astrea",0
2009,2009-02-13,"Tiahura",3,"Montipora",0
2009,2009-02-13,"Tiahura",3,"Pocillopora",2
2009,2009-02-13,"Tiahura",3,"Porites",2
2009,2009-02-13,"Tiahura",3,"other",0
2009,2009-02-14,"Aroa",1,"Acropora",0
2009,2009-02-14,"Aroa",1,"Astrea",0
2009,2009-02-14,"Aroa",1,"Montipora",0
2009,2009-02-14,"Aroa",1,"Pocillopora",2
2009,2009-02-14,"Aroa",1,"Porites",4
2009,2009-02-14,"Aroa",1,"other",0
2009,2009-02-14,"Aroa",2,"Acropora",0
2009,2009-02-14,"Aroa",2,"Astrea",0
2009,2009-02-14,"Aroa",2,"Montipora",0
2009,2009-02-14,"Aroa",2,"Pocillopora",6
2009,2009-02-14,"Aroa",2,"Porites",2
2009,2009-02-14,"Aroa",2,"other",0
2009,2009-02-14,"Aroa",3,"Acropora",0
2009,2009-02-14,"Aroa",3,"Astrea",0
2009,2009-02-14,"Aroa",3,"Montipora",0
2009,2009-02-14,"Aroa",3,"Pocillopora",0
2009,2009-02-14,"Aroa",3,"Porites",0
2009,2009-02-14,"Aroa",3,"other",0
2009,2009-02-14,"Pihaena",1,"Acropora",0
2009,2009-02-14,"Pihaena",1,"Astrea",0
2009,2009-02-14,"Pihaena",1,"Montipora",0
2009,2009-02-14,"Pihaena",1,"Pocillopora",2
2009,2009-02-14,"Pihaena",1,"Porites",0
2009,2009-02-14,"Pihaena",1,"other",0
2009,2009-02-14,"Pihaena",2,"Acropora",0
2009,2009-02-14,"Pihaena",2,"Astrea",0
2009,2009-02-14,"Pihaena",2,"Montipora",0
2009,2009-02-14,"Pihaena",2,"Pocillopora",0
2009,2009-02-14,"Pihaena",2,"Porites",0
2009,2009-02-14,"Pihaena",2,"other",0
2009,2009-02-14,"Pihaena",3,"Acropora",0
2009,2009-02-14,"Pihaena",3,"Astrea",0
2009,2009-02-14,"Pihaena",3,"Montipora",0
2009,2009-02-14,"Pihaena",3,"Pocillopora",0
2009,2009-02-14,"Pihaena",3,"Porites",0
2009,2009-02-14,"Pihaena",3,"other",0
2010,2010-02-24,"Haapiti",1,"Acropora",0
2010,2010-02-24,"Haapiti",1,"Astrea",2
2010,2010-02-24,"Haapiti",1,"Montipora",0
2010,2010-02-24,"Haapiti",1,"Pocillopora",4
2010,2010-02-24,"Haapiti",1,"Porites",0
2010,2010-02-24,"Haapiti",1,"other",0
2010,2010-02-24,"Haapiti",2,"Acropora",2
2010,2010-02-24,"Haapiti",2,"Astrea",0
2010,2010-02-24,"Haapiti",2,"Montipora",2
2010,2010-02-24,"Haapiti",2,"Pocillopora",8
2010,2010-02-24,"Haapiti",2,"Porites",0
2010,2010-02-24,"Haapiti",2,"other",0
2010,2010-02-24,"Haapiti",3,"Acropora",0
2010,2010-02-24,"Haapiti",3,"Astrea",0
2010,2010-02-24,"Haapiti",3,"Montipora",0
2010,2010-02-24,"Haapiti",3,"Pocillopora",2
2010,2010-02-24,"Haapiti",3,"Porites",0
2010,2010-02-24,"Haapiti",3,"other",2
2010,2010-02-24,"Taotaha",1,"Acropora",0
2010,2010-02-24,"Taotaha",1,"Astrea",0
2010,2010-02-24,"Taotaha",1,"Montipora",0
2010,2010-02-24,"Taotaha",1,"Pocillopora",2
2010,2010-02-24,"Taotaha",1,"Porites",0
2010,2010-02-24,"Taotaha",1,"other",0
2010,2010-02-24,"Taotaha",2,"Acropora",0
2010,2010-02-24,"Taotaha",2,"Astrea",0
2010,2010-02-24,"Taotaha",2,"Montipora",2
2010,2010-02-24,"Taotaha",2,"Pocillopora",8
2010,2010-02-24,"Taotaha",2,"Porites",0
2010,2010-02-24,"Taotaha",2,"other",0
2010,2010-02-24,"Taotaha",3,"Acropora",0
2010,2010-02-24,"Taotaha",3,"Astrea",0
2010,2010-02-24,"Taotaha",3,"Montipora",2
2010,2010-02-24,"Taotaha",3,"Pocillopora",0
2010,2010-02-24,"Taotaha",3,"Porites",4
2010,2010-02-24,"Taotaha",3,"other",0
2010,2010-02-25,"Aroa",1,"Acropora",0
2010,2010-02-25,"Aroa",1,"Astrea",0
2010,2010-02-25,"Aroa",1,"Montipora",0
2010,2010-02-25,"Aroa",1,"Pocillopora",0
2010,2010-02-25,"Aroa",1,"Porites",0
2010,2010-02-25,"Aroa",1,"other",0
2010,2010-02-25,"Aroa",2,"Acropora",0
2010,2010-02-25,"Aroa",2,"Astrea",0
2010,2010-02-25,"Aroa",2,"Montipora",0
2010,2010-02-25,"Aroa",2,"Pocillopora",0
2010,2010-02-25,"Aroa",2,"Porites",0
2010,2010-02-25,"Aroa",2,"other",0
2010,2010-02-25,"Aroa",3,"Acropora",0
2010,2010-02-25,"Aroa",3,"Astrea",0
2010,2010-02-25,"Aroa",3,"Montipora",0
2010,2010-02-25,"Aroa",3,"Pocillopora",0
2010,2010-02-25,"Aroa",3,"Porites",0
2010,2010-02-25,"Aroa",3,"other",0
2010,2010-02-25,"Entre 2 baies",1,"Acropora",2
2010,2010-02-25,"Entre 2 baies",1,"Astrea",0
2010,2010-02-25,"Entre 2 baies",1,"Montipora",2
2010,2010-02-25,"Entre 2 baies",1,"Pocillopora",0
2010,2010-02-25,"Entre 2 baies",1,"Porites",0
2010,2010-02-25,"Entre 2 baies",1,"other",0
2010,2010-02-25,"Entre 2 baies",2,"Acropora",0
2010,2010-02-25,"Entre 2 baies",2,"Astrea",0
2010,2010-02-25,"Entre 2 baies",2,"Montipora",0
2010,2010-02-25,"Entre 2 baies",2,"Pocillopora",0
2010,2010-02-25,"Entre 2 baies",2,"Porites",0
2010,2010-02-25,"Entre 2 baies",2,"other",0
2010,2010-02-25,"Entre 2 baies",3,"Acropora",0
2010,2010-02-25,"Entre 2 baies",3,"Astrea",0
2010,2010-02-25,"Entre 2 baies",3,"Montipora",0
2010,2010-02-25,"Entre 2 baies",3,"Pocillopora",0
2010,2010-02-25,"Entre 2 baies",3,"Porites",0
2010,2010-02-25,"Entre 2 baies",3,"other",0
2010,2010-02-25,"Pihaena",1,"Acropora",0
2010,2010-02-25,"Pihaena",1,"Astrea",0
2010,2010-02-25,"Pihaena",1,"Montipora",0
2010,2010-02-25,"Pihaena",1,"Pocillopora",2
2010,2010-02-25,"Pihaena",1,"Porites",0
2010,2010-02-25,"Pihaena",1,"other",0
2010,2010-02-25,"Pihaena",2,"Acropora",0
2010,2010-02-25,"Pihaena",2,"Astrea",0
2010,2010-02-25,"Pihaena",2,"Montipora",0
2010,2010-02-25,"Pihaena",2,"Pocillopora",0
2010,2010-02-25,"Pihaena",2,"Porites",0
2010,2010-02-25,"Pihaena",2,"other",0
2010,2010-02-25,"Pihaena",3,"Acropora",0
2010,2010-02-25,"Pihaena",3,"Astrea",0
2010,2010-02-25,"Pihaena",3,"Montipora",0
2010,2010-02-25,"Pihaena",3,"Pocillopora",0
2010,2010-02-25,"Pihaena",3,"Porites",0
2010,2010-02-25,"Pihaena",3,"other",2
2010,2010-02-26,"Gendron",1,"Acropora",0
2010,2010-02-26,"Gendron",1,"Astrea",2
2010,2010-02-26,"Gendron",1,"Montipora",0
2010,2010-02-26,"Gendron",1,"Pocillopora",0
2010,2010-02-26,"Gendron",1,"Porites",4
2010,2010-02-26,"Gendron",1,"other",0
2010,2010-02-26,"Gendron",2,"Acropora",0
2010,2010-02-26,"Gendron",2,"Astrea",0
2010,2010-02-26,"Gendron",2,"Montipora",0
2010,2010-02-26,"Gendron",2,"Pocillopora",0
2010,2010-02-26,"Gendron",2,"Porites",0
2010,2010-02-26,"Gendron",2,"other",0
2010,2010-02-26,"Gendron",3,"Acropora",0
2010,2010-02-26,"Gendron",3,"Astrea",0
2010,2010-02-26,"Gendron",3,"Montipora",0
2010,2010-02-26,"Gendron",3,"Pocillopora",0
2010,2010-02-26,"Gendron",3,"Porites",2
2010,2010-02-26,"Gendron",3,"other",0
2010,2010-02-26,"Tetaiuo",1,"Acropora",0
2010,2010-02-26,"Tetaiuo",1,"Astrea",0
2010,2010-02-26,"Tetaiuo",1,"Montipora",0
2010,2010-02-26,"Tetaiuo",1,"Pocillopora",2
2010,2010-02-26,"Tetaiuo",1,"Porites",2
2010,2010-02-26,"Tetaiuo",1,"other",0
2010,2010-02-26,"Tetaiuo",2,"Acropora",0
2010,2010-02-26,"Tetaiuo",2,"Astrea",0
2010,2010-02-26,"Tetaiuo",2,"Montipora",0
2010,2010-02-26,"Tetaiuo",2,"Pocillopora",2
2010,2010-02-26,"Tetaiuo",2,"Porites",0
2010,2010-02-26,"Tetaiuo",2,"other",0
2010,2010-02-26,"Tetaiuo",3,"Acropora",0
2010,2010-02-26,"Tetaiuo",3,"Astrea",2
2010,2010-02-26,"Tetaiuo",3,"Montipora",0
2010,2010-02-26,"Tetaiuo",3,"Pocillopora",2
2010,2010-02-26,"Tetaiuo",3,"Porites",0
2010,2010-02-26,"Tetaiuo",3,"other",0
2010,2010-02-26,"Tiahura",1,"Acropora",0
2010,2010-02-26,"Tiahura",1,"Astrea",0
2010,2010-02-26,"Tiahura",1,"Montipora",0
2010,2010-02-26,"Tiahura",1,"Pocillopora",0
2010,2010-02-26,"Tiahura",1,"Porites",0
2010,2010-02-26,"Tiahura",1,"other",0
2010,2010-02-26,"Tiahura",2,"Acropora",0
2010,2010-02-26,"Tiahura",2,"Astrea",2
2010,2010-02-26,"Tiahura",2,"Montipora",0
2010,2010-02-26,"Tiahura",2,"Pocillopora",0
2010,2010-02-26,"Tiahura",2,"Porites",2
2010,2010-02-26,"Tiahura",2,"other",0
2010,2010-02-26,"Tiahura",3,"Acropora",0
2010,2010-02-26,"Tiahura",3,"Astrea",0
2010,2010-02-26,"Tiahura",3,"Montipora",0
2010,2010-02-26,"Tiahura",3,"Pocillopora",0
2010,2010-02-26,"Tiahura",3,"Porites",2
2010,2010-02-26,"Tiahura",3,"other",0
2010,2010-02-27,"Nuarei",1,"Acropora",0
2010,2010-02-27,"Nuarei",1,"Astrea",0
2010,2010-02-27,"Nuarei",1,"Montipora",0
2010,2010-02-27,"Nuarei",1,"Pocillopora",0
2010,2010-02-27,"Nuarei",1,"Porites",0
2010,2010-02-27,"Nuarei",1,"other",0
2010,2010-02-27,"Nuarei",2,"Acropora",0
2010,2010-02-27,"Nuarei",2,"Astrea",0
2010,2010-02-27,"Nuarei",2,"Montipora",0
2010,2010-02-27,"Nuarei",2,"Pocillopora",0
2010,2010-02-27,"Nuarei",2,"Porites",0
2010,2010-02-27,"Nuarei",2,"other",0
2010,2010-02-27,"Nuarei",3,"Acropora",0
2010,2010-02-27,"Nuarei",3,"Astrea",0
2010,2010-02-27,"Nuarei",3,"Montipora",0
2010,2010-02-27,"Nuarei",3,"Pocillopora",0
2010,2010-02-27,"Nuarei",3,"Porites",0
2010,2010-02-27,"Nuarei",3,"other",0
2010,2010-02-27,"Temae",1,"Acropora",0
2010,2010-02-27,"Temae",1,"Astrea",0
2010,2010-02-27,"Temae",1,"Montipora",0
2010,2010-02-27,"Temae",1,"Pocillopora",0
2010,2010-02-27,"Temae",1,"Porites",0
2010,2010-02-27,"Temae",1,"other",0
2010,2010-02-27,"Temae",2,"Acropora",0
2010,2010-02-27,"Temae",2,"Astrea",0
2010,2010-02-27,"Temae",2,"Montipora",0
2010,2010-02-27,"Temae",2,"Pocillopora",4
2010,2010-02-27,"Temae",2,"Porites",0
2010,2010-02-27,"Temae",2,"other",0
2010,2010-02-27,"Temae",3,"Acropora",0
2010,2010-02-27,"Temae",3,"Astrea",0
2010,2010-02-27,"Temae",3,"Montipora",0
2010,2010-02-27,"Temae",3,"Pocillopora",2
2010,2010-02-27,"Temae",3,"Porites",0
2010,2010-02-27,"Temae",3,"other",0
2010,2010-03-02,"Afareaitu",1,"Acropora",0
2010,2010-03-02,"Afareaitu",1,"Astrea",0
2010,2010-03-02,"Afareaitu",1,"Montipora",0
2010,2010-03-02,"Afareaitu",1,"Pocillopora",2
2010,2010-03-02,"Afareaitu",1,"Porites",0
2010,2010-03-02,"Afareaitu",1,"other",0
2010,2010-03-02,"Afareaitu",2,"Acropora",0
2010,2010-03-02,"Afareaitu",2,"Astrea",0
2010,2010-03-02,"Afareaitu",2,"Montipora",0
2010,2010-03-02,"Afareaitu",2,"Pocillopora",2
2010,2010-03-02,"Afareaitu",2,"Porites",0
2010,2010-03-02,"Afareaitu",2,"other",0
2010,2010-03-02,"Afareaitu",3,"Acropora",0
2010,2010-03-02,"Afareaitu",3,"Astrea",0
2010,2010-03-02,"Afareaitu",3,"Montipora",0
2010,2010-03-02,"Afareaitu",3,"Pocillopora",8
2010,2010-03-02,"Afareaitu",3,"Porites",0
2010,2010-03-02,"Afareaitu",3,"other",0
2010,2010-03-02,"Maatea",1,"Acropora",2
2010,2010-03-02,"Maatea",1,"Astrea",0
2010,2010-03-02,"Maatea",1,"Montipora",0
2010,2010-03-02,"Maatea",1,"Pocillopora",2
2010,2010-03-02,"Maatea",1,"Porites",0
2010,2010-03-02,"Maatea",1,"other",0
2010,2010-03-02,"Maatea",2,"Acropora",2
2010,2010-03-02,"Maatea",2,"Astrea",0
2010,2010-03-02,"Maatea",2,"Montipora",0
2010,2010-03-02,"Maatea",2,"Pocillopora",0
2010,2010-03-02,"Maatea",2,"Porites",6
2010,2010-03-02,"Maatea",2,"other",0
2010,2010-03-02,"Maatea",3,"Acropora",0
2010,2010-03-02,"Maatea",3,"Astrea",2
2010,2010-03-02,"Maatea",3,"Montipora",0
2010,2010-03-02,"Maatea",3,"Pocillopora",2
2010,2010-03-02,"Maatea",3,"Porites",2
2010,2010-03-02,"Maatea",3,"other",0
2010,2010-03-03,"Motu Ahi",1,"Acropora",0
2010,2010-03-03,"Motu Ahi",1,"Astrea",0
2010,2010-03-03,"Motu Ahi",1,"Montipora",0
2010,2010-03-03,"Motu Ahi",1,"Pocillopora",4
2010,2010-03-03,"Motu Ahi",1,"Porites",0
2010,2010-03-03,"Motu Ahi",1,"other",0
2010,2010-03-03,"Motu Ahi",2,"Acropora",0
2010,2010-03-03,"Motu Ahi",2,"Astrea",0
2010,2010-03-03,"Motu Ahi",2,"Montipora",0
2010,2010-03-03,"Motu Ahi",2,"Pocillopora",6
2010,2010-03-03,"Motu Ahi",2,"Porites",0
2010,2010-03-03,"Motu Ahi",2,"other",0
2010,2010-03-03,"Motu Ahi",3,"Acropora",0
2010,2010-03-03,"Motu Ahi",3,"Astrea",0
2010,2010-03-03,"Motu Ahi",3,"Montipora",0
2010,2010-03-03,"Motu Ahi",3,"Pocillopora",10
2010,2010-03-03,"Motu Ahi",3,"Porites",0
2010,2010-03-03,"Motu Ahi",3,"other",0
2011,2011-02-17,"Gendron",1,"Acropora",0
2011,2011-02-17,"Gendron",1,"Astrea",0
2011,2011-02-17,"Gendron",1,"Montipora",0
2011,2011-02-17,"Gendron",1,"Pocillopora",0
2011,2011-02-17,"Gendron",1,"Porites",2
2011,2011-02-17,"Gendron",1,"other",0
2011,2011-02-17,"Gendron",2,"Acropora",0
2011,2011-02-17,"Gendron",2,"Astrea",0
2011,2011-02-17,"Gendron",2,"Montipora",0
2011,2011-02-17,"Gendron",2,"Pocillopora",0
2011,2011-02-17,"Gendron",2,"Porites",2
2011,2011-02-17,"Gendron",2,"other",4
2011,2011-02-17,"Gendron",3,"Acropora",0
2011,2011-02-17,"Gendron",3,"Astrea",0
2011,2011-02-17,"Gendron",3,"Montipora",0
2011,2011-02-17,"Gendron",3,"Pocillopora",0
2011,2011-02-17,"Gendron",3,"Porites",0
2011,2011-02-17,"Gendron",3,"other",4
2011,2011-02-17,"Tetaiuo",1,"Acropora",0
2011,2011-02-17,"Tetaiuo",1,"Astrea",0
2011,2011-02-17,"Tetaiuo",1,"Montipora",0
2011,2011-02-17,"Tetaiuo",1,"Pocillopora",2
2011,2011-02-17,"Tetaiuo",1,"Porites",0
2011,2011-02-17,"Tetaiuo",1,"other",0
2011,2011-02-17,"Tetaiuo",2,"Acropora",0
2011,2011-02-17,"Tetaiuo",2,"Astrea",0
2011,2011-02-17,"Tetaiuo",2,"Montipora",2
2011,2011-02-17,"Tetaiuo",2,"Pocillopora",2
2011,2011-02-17,"Tetaiuo",2,"Porites",0
2011,2011-02-17,"Tetaiuo",2,"other",0
2011,2011-02-17,"Tetaiuo",3,"Acropora",0
2011,2011-02-17,"Tetaiuo",3,"Astrea",0
2011,2011-02-17,"Tetaiuo",3,"Montipora",0
2011,2011-02-17,"Tetaiuo",3,"Pocillopora",2
2011,2011-02-17,"Tetaiuo",3,"Porites",2
2011,2011-02-17,"Tetaiuo",3,"other",2
2011,2011-02-18,"Haapiti",1,"Acropora",0
2011,2011-02-18,"Haapiti",1,"Astrea",0
2011,2011-02-18,"Haapiti",1,"Montipora",2
2011,2011-02-18,"Haapiti",1,"Pocillopora",0
2011,2011-02-18,"Haapiti",1,"Porites",0
2011,2011-02-18,"Haapiti",1,"other",0
2011,2011-02-18,"Haapiti",2,"Acropora",2
2011,2011-02-18,"Haapiti",2,"Astrea",0
2011,2011-02-18,"Haapiti",2,"Montipora",4
2011,2011-02-18,"Haapiti",2,"Pocillopora",2
2011,2011-02-18,"Haapiti",2,"Porites",0
2011,2011-02-18,"Haapiti",2,"other",2
2011,2011-02-18,"Haapiti",3,"Acropora",2
2011,2011-02-18,"Haapiti",3,"Astrea",0
2011,2011-02-18,"Haapiti",3,"Montipora",0
2011,2011-02-18,"Haapiti",3,"Pocillopora",2
2011,2011-02-18,"Haapiti",3,"Porites",0
2011,2011-02-18,"Haapiti",3,"other",0
2011,2011-02-18,"Taotaha",1,"Acropora",0
2011,2011-02-18,"Taotaha",1,"Astrea",2
2011,2011-02-18,"Taotaha",1,"Montipora",0
2011,2011-02-18,"Taotaha",1,"Pocillopora",0
2011,2011-02-18,"Taotaha",1,"Porites",2
2011,2011-02-18,"Taotaha",1,"other",0
2011,2011-02-18,"Taotaha",2,"Acropora",0
2011,2011-02-18,"Taotaha",2,"Astrea",4
2011,2011-02-18,"Taotaha",2,"Montipora",0
2011,2011-02-18,"Taotaha",2,"Pocillopora",0
2011,2011-02-18,"Taotaha",2,"Porites",2
2011,2011-02-18,"Taotaha",2,"other",0
2011,2011-02-18,"Taotaha",3,"Acropora",0
2011,2011-02-18,"Taotaha",3,"Astrea",0
2011,2011-02-18,"Taotaha",3,"Montipora",4
2011,2011-02-18,"Taotaha",3,"Pocillopora",4
2011,2011-02-18,"Taotaha",3,"Porites",0
2011,2011-02-18,"Taotaha",3,"other",0
2011,2011-02-19,"Afareaitu",1,"Acropora",0
2011,2011-02-19,"Afareaitu",1,"Astrea",0
2011,2011-02-19,"Afareaitu",1,"Montipora",0
2011,2011-02-19,"Afareaitu",1,"Pocillopora",0
2011,2011-02-19,"Afareaitu",1,"Porites",0
2011,2011-02-19,"Afareaitu",1,"other",2
2011,2011-02-19,"Afareaitu",2,"Acropora",0
2011,2011-02-19,"Afareaitu",2,"Astrea",0
2011,2011-02-19,"Afareaitu",2,"Montipora",0
2011,2011-02-19,"Afareaitu",2,"Pocillopora",4
2011,2011-02-19,"Afareaitu",2,"Porites",0
2011,2011-02-19,"Afareaitu",2,"other",0
2011,2011-02-19,"Afareaitu",3,"Acropora",0
2011,2011-02-19,"Afareaitu",3,"Astrea",0
2011,2011-02-19,"Afareaitu",3,"Montipora",0
2011,2011-02-19,"Afareaitu",3,"Pocillopora",2
2011,2011-02-19,"Afareaitu",3,"Porites",0
2011,2011-02-19,"Afareaitu",3,"other",0
2011,2011-02-19,"Maatea",1,"Acropora",0
2011,2011-02-19,"Maatea",1,"Astrea",0
2011,2011-02-19,"Maatea",1,"Montipora",0
2011,2011-02-19,"Maatea",1,"Pocillopora",2
2011,2011-02-19,"Maatea",1,"Porites",0
2011,2011-02-19,"Maatea",1,"other",0
2011,2011-02-19,"Maatea",2,"Acropora",0
2011,2011-02-19,"Maatea",2,"Astrea",0
2011,2011-02-19,"Maatea",2,"Montipora",0
2011,2011-02-19,"Maatea",2,"Pocillopora",0
2011,2011-02-19,"Maatea",2,"Porites",2
2011,2011-02-19,"Maatea",2,"other",0
2011,2011-02-19,"Maatea",3,"Acropora",0
2011,2011-02-19,"Maatea",3,"Astrea",0
2011,2011-02-19,"Maatea",3,"Montipora",0
2011,2011-02-19,"Maatea",3,"Pocillopora",4
2011,2011-02-19,"Maatea",3,"Porites",0
2011,2011-02-19,"Maatea",3,"other",0
2011,2011-02-22,"Motu Ahi",1,"Acropora",0
2011,2011-02-22,"Motu Ahi",1,"Astrea",0
2011,2011-02-22,"Motu Ahi",1,"Montipora",0
2011,2011-02-22,"Motu Ahi",1,"Pocillopora",0
2011,2011-02-22,"Motu Ahi",1,"Porites",2
2011,2011-02-22,"Motu Ahi",1,"other",0
2011,2011-02-22,"Motu Ahi",2,"Acropora",0
2011,2011-02-22,"Motu Ahi",2,"Astrea",0
2011,2011-02-22,"Motu Ahi",2,"Montipora",0
2011,2011-02-22,"Motu Ahi",2,"Pocillopora",2
2011,2011-02-22,"Motu Ahi",2,"Porites",0
2011,2011-02-22,"Motu Ahi",2,"other",0
2011,2011-02-22,"Motu Ahi",3,"Acropora",0
2011,2011-02-22,"Motu Ahi",3,"Astrea",0
2011,2011-02-22,"Motu Ahi",3,"Montipora",0
2011,2011-02-22,"Motu Ahi",3,"Pocillopora",2
2011,2011-02-22,"Motu Ahi",3,"Porites",4
2011,2011-02-22,"Motu Ahi",3,"other",2
2011,2011-02-22,"Temae",1,"Acropora",0
2011,2011-02-22,"Temae",1,"Astrea",0
2011,2011-02-22,"Temae",1,"Montipora",0
2011,2011-02-22,"Temae",1,"Pocillopora",6
2011,2011-02-22,"Temae",1,"Porites",0
2011,2011-02-22,"Temae",1,"other",0
2011,2011-02-22,"Temae",2,"Acropora",0
2011,2011-02-22,"Temae",2,"Astrea",0
2011,2011-02-22,"Temae",2,"Montipora",0
2011,2011-02-22,"Temae",2,"Pocillopora",0
2011,2011-02-22,"Temae",2,"Porites",0
2011,2011-02-22,"Temae",2,"other",2
2011,2011-02-22,"Temae",3,"Acropora",0
2011,2011-02-22,"Temae",3,"Astrea",0
2011,2011-02-22,"Temae",3,"Montipora",0
2011,2011-02-22,"Temae",3,"Pocillopora",0
2011,2011-02-22,"Temae",3,"Porites",0
2011,2011-02-22,"Temae",3,"other",0
2011,2011-02-23,"Entre 2 baies",1,"Acropora",0
2011,2011-02-23,"Entre 2 baies",1,"Astrea",0
2011,2011-02-23,"Entre 2 baies",1,"Montipora",0
2011,2011-02-23,"Entre 2 baies",1,"Pocillopora",0
2011,2011-02-23,"Entre 2 baies",1,"Porites",2
2011,2011-02-23,"Entre 2 baies",1,"other",0
2011,2011-02-23,"Entre 2 baies",2,"Acropora",0
2011,2011-02-23,"Entre 2 baies",2,"Astrea",0
2011,2011-02-23,"Entre 2 baies",2,"Montipora",0
2011,2011-02-23,"Entre 2 baies",2,"Pocillopora",0
2011,2011-02-23,"Entre 2 baies",2,"Porites",2
2011,2011-02-23,"Entre 2 baies",2,"other",2
2011,2011-02-23,"Entre 2 baies",3,"Acropora",0
2011,2011-02-23,"Entre 2 baies",3,"Astrea",0
2011,2011-02-23,"Entre 2 baies",3,"Montipora",0
2011,2011-02-23,"Entre 2 baies",3,"Pocillopora",2
2011,2011-02-23,"Entre 2 baies",3,"Porites",0
2011,2011-02-23,"Entre 2 baies",3,"other",0
2011,2011-02-23,"Pihaena",1,"Acropora",0
2011,2011-02-23,"Pihaena",1,"Astrea",0
2011,2011-02-23,"Pihaena",1,"Montipora",0
2011,2011-02-23,"Pihaena",1,"Pocillopora",0
2011,2011-02-23,"Pihaena",1,"Porites",0
2011,2011-02-23,"Pihaena",1,"other",0
2011,2011-02-23,"Pihaena",2,"Acropora",0
2011,2011-02-23,"Pihaena",2,"Astrea",0
2011,2011-02-23,"Pihaena",2,"Montipora",0
2011,2011-02-23,"Pihaena",2,"Pocillopora",0
2011,2011-02-23,"Pihaena",2,"Porites",0
2011,2011-02-23,"Pihaena",2,"other",0
2011,2011-02-23,"Pihaena",3,"Acropora",0
2011,2011-02-23,"Pihaena",3,"Astrea",0
2011,2011-02-23,"Pihaena",3,"Montipora",0
2011,2011-02-23,"Pihaena",3,"Pocillopora",0
2011,2011-02-23,"Pihaena",3,"Porites",0
2011,2011-02-23,"Pihaena",3,"other",0
2011,2011-02-28,"Aroa",1,"Acropora",0
2011,2011-02-28,"Aroa",1,"Astrea",0
2011,2011-02-28,"Aroa",1,"Montipora",0
2011,2011-02-28,"Aroa",1,"Pocillopora",0
2011,2011-02-28,"Aroa",1,"Porites",2
2011,2011-02-28,"Aroa",1,"other",0
2011,2011-02-28,"Aroa",2,"Acropora",0
2011,2011-02-28,"Aroa",2,"Astrea",0
2011,2011-02-28,"Aroa",2,"Montipora",0
2011,2011-02-28,"Aroa",2,"Pocillopora",0
2011,2011-02-28,"Aroa",2,"Porites",2
2011,2011-02-28,"Aroa",2,"other",0
2011,2011-02-28,"Aroa",3,"Acropora",0
2011,2011-02-28,"Aroa",3,"Astrea",0
2011,2011-02-28,"Aroa",3,"Montipora",0
2011,2011-02-28,"Aroa",3,"Pocillopora",0
2011,2011-02-28,"Aroa",3,"Porites",0
2011,2011-02-28,"Aroa",3,"other",2
2011,2011-02-28,"Nuarei",1,"Acropora",0
2011,2011-02-28,"Nuarei",1,"Astrea",0
2011,2011-02-28,"Nuarei",1,"Montipora",0
2011,2011-02-28,"Nuarei",1,"Pocillopora",0
2011,2011-02-28,"Nuarei",1,"Porites",0
2011,2011-02-28,"Nuarei",1,"other",0
2011,2011-02-28,"Nuarei",2,"Acropora",0
2011,2011-02-28,"Nuarei",2,"Astrea",0
2011,2011-02-28,"Nuarei",2,"Montipora",0
2011,2011-02-28,"Nuarei",2,"Pocillopora",0
2011,2011-02-28,"Nuarei",2,"Porites",0
2011,2011-02-28,"Nuarei",2,"other",0
2011,2011-02-28,"Nuarei",3,"Acropora",0
2011,2011-02-28,"Nuarei",3,"Astrea",0
2011,2011-02-28,"Nuarei",3,"Montipora",0
2011,2011-02-28,"Nuarei",3,"Pocillopora",0
2011,2011-02-28,"Nuarei",3,"Porites",0
2011,2011-02-28,"Nuarei",3,"other",0
2011,2011-02-28,"Tiahura",1,"Acropora",0
2011,2011-02-28,"Tiahura",1,"Astrea",2
2011,2011-02-28,"Tiahura",1,"Montipora",0
2011,2011-02-28,"Tiahura",1,"Pocillopora",2
2011,2011-02-28,"Tiahura",1,"Porites",0
2011,2011-02-28,"Tiahura",1,"other",0
2011,2011-02-28,"Tiahura",2,"Acropora",0
2011,2011-02-28,"Tiahura",2,"Astrea",0
2011,2011-02-28,"Tiahura",2,"Montipora",0
2011,2011-02-28,"Tiahura",2,"Pocillopora",0
2011,2011-02-28,"Tiahura",2,"Porites",0
2011,2011-02-28,"Tiahura",2,"other",0
2011,2011-02-28,"Tiahura",3,"Acropora",0
2011,2011-02-28,"Tiahura",3,"Astrea",2
